25L.png,"(-0.7, 0.6)",75R.png,"(0.7, 0.6)",$7.75,"(-0.7, -0.7)",-$4.25,"(0.7, -0.7)"
85L.png,"(-0.7, -0.6)",15R.png,"(0.7, -0.6)",-$0.25,"(-0.7, 0.7)",$17.08,"(0.7, 0.7)"
60L.png,"(-0.7, 0.6)",40R.png,"(0.7, 0.6)",-$5.03,"(-0.7, -0.7)",$4.38,"(0.7, -0.7)"
